month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2024-07,Depressive Disorders,RaceEthnicity,Multiple/Other,1049
2024-07,Depressive Disorders,RaceEthnicity,NHOPI,821
2024-07,Depressive Disorders,RaceEthnicity,White,1937
2024-07,Depressive Disorders,Sex,All,1545
2024-07,Depressive Disorders,Sex,Female,1693
2024-07,Depressive Disorders,Sex,Male,1363
2024-07,Depressive Disorders,Total,All,1545
2024-06,Depressive Disorders,Age,12-17 years,2042
2024-06,Depressive Disorders,Age,18-34 years,1417
2024-06,Depressive Disorders,Age,35-64 years,1664
2024-06,Depressive Disorders,Age,65+ years,1991
2024-06,Depressive Disorders,Age,All,1534
2024-06,Depressive Disorders,RaceEthnicity,AI/AN,1709
2024-06,Depressive Disorders,RaceEthnicity,All,1534
2024-06,Depressive Disorders,RaceEthnicity,Asian,876
2024-06,Depressive Disorders,RaceEthnicity,Black,1045
2024-06,Depressive Disorders,RaceEthnicity,Hispanic,1045
2024-06,Depressive Disorders,RaceEthnicity,Multiple/Other,1024
2024-06,Depressive Disorders,RaceEthnicity,NHOPI,770
2024-06,Depressive Disorders,RaceEthnicity,White,1930
2024-06,Depressive Disorders,Sex,All,1534
2024-06,Depressive Disorders,Sex,Female,1696
2024-06,Depressive Disorders,Sex,Male,1339
2024-06,Depressive Disorders,Total,All,1534
2024-05,Depressive Disorders,Age,12-17 years,2462
2024-05,Depressive Disorders,Age,18-34 years,1437
2024-05,Depressive Disorders,Age,35-64 years,1665
2024-05,Depressive Disorders,Age,65+ years,1991
2024-05,Depressive Disorders,Age,All,1539
2024-05,Depressive Disorders,RaceEthnicity,AI/AN,1760
2024-05,Depressive Disorders,RaceEthnicity,All,1539
2024-05,Depressive Disorders,RaceEthnicity,Asian,887
2024-05,Depressive Disorders,RaceEthnicity,Black,1024
2024-05,Depressive Disorders,RaceEthnicity,Hispanic,1032
2024-05,Depressive Disorders,RaceEthnicity,Multiple/Other,1058
2024-05,Depressive Disorders,RaceEthnicity,NHOPI,756
2024-05,Depressive Disorders,RaceEthnicity,White,1957
2024-05,Depressive Disorders,Sex,All,1539
2024-05,Depressive Disorders,Sex,Female,1705
2024-05,Depressive Disorders,Sex,Male,1337
2024-05,Depressive Disorders,Total,All,1539
2024-04,Depressive Disorders,Age,12-17 years,2599
2024-04,Depressive Disorders,Age,18-34 years,1492
2024-04,Depressive Disorders,Age,35-64 years,1686
2024-04,Depressive Disorders,Age,65+ years,2033
2024-04,Depressive Disorders,Age,All,1575
2024-04,Depressive Disorders,RaceEthnicity,AI/AN,1788
2024-04,Depressive Disorders,RaceEthnicity,All,1575
2024-04,Depressive Disorders,RaceEthnicity,Asian,906
2024-04,Depressive Disorders,RaceEthnicity,Black,1049
2024-04,Depressive Disorders,RaceEthnicity,Hispanic,1049
2024-04,Depressive Disorders,RaceEthnicity,Multiple/Other,1107
2024-04,Depressive Disorders,RaceEthnicity,NHOPI,835
2024-04,Depressive Disorders,RaceEthnicity,White,2000
2024-04,Depressive Disorders,Sex,All,1575
2024-04,Depressive Disorders,Sex,Female,1745
2024-04,Depressive Disorders,Sex,Male,1371
2024-04,Depressive Disorders,Total,All,1575
2024-03,Depressive Disorders,Age,12-17 years,2507
2024-03,Depressive Disorders,Age,18-34 years,1457
2024-03,Depressive Disorders,Age,35-64 years,1688
2024-03,Depressive Disorders,Age,65+ years,2051
2024-03,Depressive Disorders,Age,All,1554
2024-03,Depressive Disorders,RaceEthnicity,AI/AN,1758
2024-03,Depressive Disorders,RaceEthnicity,All,1554
2024-03,Depressive Disorders,RaceEthnicity,Asian,888
2024-03,Depressive Disorders,RaceEthnicity,Black,1030
2024-03,Depressive Disorders,RaceEthnicity,Hispanic,1031
2024-03,Depressive Disorders,RaceEthnicity,Multiple/Other,1085
2024-03,Depressive Disorders,RaceEthnicity,NHOPI,853
2024-03,Depressive Disorders,RaceEthnicity,White,1976
2024-03,Depressive Disorders,Sex,All,1554
2024-03,Depressive Disorders,Sex,Female,1715
2024-03,Depressive Disorders,Sex,Male,1365
2024-03,Depressive Disorders,Total,All,1554
2024-02,Depressive Disorders,Age,12-17 years,2522
2024-02,Depressive Disorders,Age,18-34 years,1477
2024-02,Depressive Disorders,Age,35-64 years,1678
2024-02,Depressive Disorders,Age,65+ years,2066
2024-02,Depressive Disorders,Age,All,1560
2024-02,Depressive Disorders,RaceEthnicity,AI/AN,1808
2024-02,Depressive Disorders,RaceEthnicity,All,1560
2024-02,Depressive Disorders,RaceEthnicity,Asian,927
2024-02,Depressive Disorders,RaceEthnicity,Black,1021
2024-02,Depressive Disorders,RaceEthnicity,Hispanic,1058
2024-02,Depressive Disorders,RaceEthnicity,Multiple/Other,1088
2024-02,Depressive Disorders,RaceEthnicity,NHOPI,838
2024-02,Depressive Disorders,RaceEthnicity,White,1978
2024-02,Depressive Disorders,Sex,All,1560
2024-02,Depressive Disorders,Sex,Female,1717
2024-02,Depressive Disorders,Sex,Male,1375
2024-02,Depressive Disorders,Total,All,1560
2024-01,Depressive Disorders,Age,12-17 years,2562
2024-01,Depressive Disorders,Age,18-34 years,1470
2024-01,Depressive Disorders,Age,35-64 years,1683
2024-01,Depressive Disorders,Age,65+ years,2097
2024-01,Depressive Disorders,Age,All,1586
2024-01,Depressive Disorders,RaceEthnicity,AI/AN,1755
2024-01,Depressive Disorders,RaceEthnicity,All,1586
2024-01,Depressive Disorders,RaceEthnicity,Asian,941
2024-01,Depressive Disorders,RaceEthnicity,Black,1017
2024-01,Depressive Disorders,RaceEthnicity,Hispanic,1040
2024-01,Depressive Disorders,RaceEthnicity,Multiple/Other,1089
2024-01,Depressive Disorders,RaceEthnicity,NHOPI,940
2024-01,Depressive Disorders,RaceEthnicity,White,2032
2024-01,Depressive Disorders,Sex,All,1586
2024-01,Depressive Disorders,Sex,Female,1747
2024-01,Depressive Disorders,Sex,Male,1391
2024-01,Depressive Disorders,Total,All,1586
2023-12,Depressive Disorders,Age,12-17 years,2144
2023-12,Depressive Disorders,Age,18-34 years,1370
2023-12,Depressive Disorders,Age,35-64 years,1609
2023-12,Depressive Disorders,Age,65+ years,2007
2023-12,Depressive Disorders,Age,All,1445
2023-12,Depressive Disorders,RaceEthnicity,AI/AN,1579
2023-12,Depressive Disorders,RaceEthnicity,All,1445
2023-12,Depressive Disorders,RaceEthnicity,Asian,791
2023-12,Depressive Disorders,RaceEthnicity,Black,938
2023-12,Depressive Disorders,RaceEthnicity,Hispanic,930
2023-12,Depressive Disorders,RaceEthnicity,Multiple/Other,972
2023-12,Depressive Disorders,RaceEthnicity,NHOPI,823
2023-12,Depressive Disorders,RaceEthnicity,White,1870
2023-12,Depressive Disorders,Sex,All,1445
2023-12,Depressive Disorders,Sex,Female,1591
2023-12,Depressive Disorders,Sex,Male,1273
2023-12,Depressive Disorders,Total,All,1445
2023-11,Depressive Disorders,Age,12-17 years,2627
2023-11,Depressive Disorders,Age,18-34 years,1507
2023-11,Depressive Disorders,Age,35-64 years,1701
2023-11,Depressive Disorders,Age,65+ years,2013
2023-11,Depressive Disorders,Age,All,1542
2023-11,Depressive Disorders,RaceEthnicity,AI/AN,1740
2023-11,Depressive Disorders,RaceEthnicity,All,1542
2023-11,Depressive Disorders,RaceEthnicity,Asian,933
2023-11,Depressive Disorders,RaceEthnicity,Black,1005
2023-11,Depressive Disorders,RaceEthnicity,Hispanic,1001
2023-11,Depressive Disorders,RaceEthnicity,Multiple/Other,1087
2023-11,Depressive Disorders,RaceEthnicity,NHOPI,862
2023-11,Depressive Disorders,RaceEthnicity,White,1987
2023-11,Depressive Disorders,Sex,All,1542
2023-11,Depressive Disorders,Sex,Female,1705
2023-11,Depressive Disorders,Sex,Male,1349
2023-11,Depressive Disorders,Total,All,1542
2023-10,Depressive Disorders,Age,12-17 years,2619
2023-10,Depressive Disorders,Age,18-34 years,1567
2023-10,Depressive Disorders,Age,35-64 years,1747
2023-10,Depressive Disorders,Age,65+ years,2039
2023-10,Depressive Disorders,Age,All,1604
2023-10,Depressive Disorders,RaceEthnicity,AI/AN,1793
2023-10,Depressive Disorders,RaceEthnicity,All,1604
2023-10,Depressive Disorders,RaceEthnicity,Asian,948
2023-10,Depressive Disorders,RaceEthnicity,Black,1057
2023-10,Depressive Disorders,RaceEthnicity,Hispanic,1059
2023-10,Depressive Disorders,RaceEthnicity,Multiple/Other,1121
2023-10,Depressive Disorders,RaceEthnicity,NHOPI,914
2023-10,Depressive Disorders,RaceEthnicity,White,2057
2023-10,Depressive Disorders,Sex,All,1604
2023-10,Depressive Disorders,Sex,Female,1781
2023-10,Depressive Disorders,Sex,Male,1398
2023-10,Depressive Disorders,Total,All,1604
2023-09,Depressive Disorders,Age,12-17 years,2357
2023-09,Depressive Disorders,Age,18-34 years,1516
2023-09,Depressive Disorders,Age,35-64 years,1719
2023-09,Depressive Disorders,Age,65+ years,1956
2023-09,Depressive Disorders,Age,All,1566
2023-09,Depressive Disorders,RaceEthnicity,AI/AN,1732
2023-09,Depressive Disorders,RaceEthnicity,All,1566
2023-09,Depressive Disorders,RaceEthnicity,Asian,928
2023-09,Depressive Disorders,RaceEthnicity,Black,1053
2023-09,Depressive Disorders,RaceEthnicity,Hispanic,1034
2023-09,Depressive Disorders,RaceEthnicity,Multiple/Other,1104
2023-09,Depressive Disorders,RaceEthnicity,NHOPI,849
2023-09,Depressive Disorders,RaceEthnicity,White,2003
2023-09,Depressive Disorders,Sex,All,1566
2023-09,Depressive Disorders,Sex,Female,1742
2023-09,Depressive Disorders,Sex,Male,1364
2023-09,Depressive Disorders,Total,All,1566
2023-08,Depressive Disorders,Age,12-17 years,2152
2023-08,Depressive Disorders,Age,18-34 years,1522
2023-08,Depressive Disorders,Age,35-64 years,1724
2023-08,Depressive Disorders,Age,65+ years,1963
2023-08,Depressive Disorders,Age,All,1577
2023-08,Depressive Disorders,RaceEthnicity,AI/AN,1731
2023-08,Depressive Disorders,RaceEthnicity,All,1577
2023-08,Depressive Disorders,RaceEthnicity,Asian,948
2023-08,Depressive Disorders,RaceEthnicity,Black,1057
2023-08,Depressive Disorders,RaceEthnicity,Hispanic,1072
2023-08,Depressive Disorders,RaceEthnicity,Multiple/Other,1085
2023-08,Depressive Disorders,RaceEthnicity,NHOPI,910
2023-08,Depressive Disorders,RaceEthnicity,White,2003
2023-08,Depressive Disorders,Sex,All,1577
2023-08,Depressive Disorders,Sex,Female,1745
2023-08,Depressive Disorders,Sex,Male,1384
2023-08,Depressive Disorders,Total,All,1577
2023-07,Depressive Disorders,Age,12-17 years,2181
2023-07,Depressive Disorders,Age,18-34 years,1527
2023-07,Depressive Disorders,Age,35-64 years,1740
2023-07,Depressive Disorders,Age,65+ years,1968
2023-07,Depressive Disorders,Age,All,1590
2023-07,Depressive Disorders,RaceEthnicity,AI/AN,1778
2023-07,Depressive Disorders,RaceEthnicity,All,1590
2023-07,Depressive Disorders,RaceEthnicity,Asian,879
2023-07,Depressive Disorders,RaceEthnicity,Black,1087
2023-07,Depressive Disorders,RaceEthnicity,Hispanic,1079
2023-07,Depressive Disorders,RaceEthnicity,Multiple/Other,1062
2023-07,Depressive Disorders,RaceEthnicity,NHOPI,990
2023-07,Depressive Disorders,RaceEthnicity,White,2010
2023-07,Depressive Disorders,Sex,All,1590
2023-07,Depressive Disorders,Sex,Female,1760
2023-07,Depressive Disorders,Sex,Male,1399
2023-07,Depressive Disorders,Total,All,1590
2023-06,Depressive Disorders,Age,12-17 years,2329
2023-06,Depressive Disorders,Age,18-34 years,1541
2023-06,Depressive Disorders,Age,35-64 years,1750
2023-06,Depressive Disorders,Age,65+ years,1993
2023-06,Depressive Disorders,Age,All,1595
2023-06,Depressive Disorders,RaceEthnicity,AI/AN,1793
2023-06,Depressive Disorders,RaceEthnicity,All,1595
2023-06,Depressive Disorders,RaceEthnicity,Asian,891
2023-06,Depressive Disorders,RaceEthnicity,Black,1093
2023-06,Depressive Disorders,RaceEthnicity,Hispanic,1076
2023-06,Depressive Disorders,RaceEthnicity,Multiple/Other,1099
2023-06,Depressive Disorders,RaceEthnicity,NHOPI,1026
2023-06,Depressive Disorders,RaceEthnicity,White,2026
2023-06,Depressive Disorders,Sex,All,1595
2023-06,Depressive Disorders,Sex,Female,1763
2023-06,Depressive Disorders,Sex,Male,1403
2023-06,Depressive Disorders,Total,All,1595
2023-05,Depressive Disorders,Age,12-17 years,2900
2023-05,Depressive Disorders,Age,18-34 years,1597
2023-05,Depressive Disorders,Age,35-64 years,1771
2023-05,Depressive Disorders,Age,65+ years,2020
2023-05,Depressive Disorders,Age,All,1622
2023-05,Depressive Disorders,RaceEthnicity,AI/AN,1831
2023-05,Depressive Disorders,RaceEthnicity,All,1622
2023-05,Depressive Disorders,RaceEthnicity,Asian,970
2023-05,Depressive Disorders,RaceEthnicity,Black,1106
2023-05,Depressive Disorders,RaceEthnicity,Hispanic,1080
2023-05,Depressive Disorders,RaceEthnicity,Multiple/Other,1115
2023-05,Depressive Disorders,RaceEthnicity,NHOPI,986
2023-05,Depressive Disorders,RaceEthnicity,White,2077
2023-05,Depressive Disorders,Sex,All,1622
2023-05,Depressive Disorders,Sex,Female,1817
2023-05,Depressive Disorders,Sex,Male,1398
2023-05,Depressive Disorders,Total,All,1622
2023-04,Depressive Disorders,Age,12-17 years,3119
2023-04,Depressive Disorders,Age,18-34 years,1663
2023-04,Depressive Disorders,Age,35-64 years,1826
2023-04,Depressive Disorders,Age,65+ years,2073
2023-04,Depressive Disorders,Age,All,1682
2023-04,Depressive Disorders,RaceEthnicity,AI/AN,1863
2023-04,Depressive Disorders,RaceEthnicity,All,1682
2023-04,Depressive Disorders,RaceEthnicity,Asian,1024
2023-04,Depressive Disorders,RaceEthnicity,Black,1144
2023-04,Depressive Disorders,RaceEthnicity,Hispanic,1110
2023-04,Depressive Disorders,RaceEthnicity,Multiple/Other,1131
2023-04,Depressive Disorders,RaceEthnicity,NHOPI,1013
2023-04,Depressive Disorders,RaceEthnicity,White,2153
2023-04,Depressive Disorders,Sex,All,1682
2023-04,Depressive Disorders,Sex,Female,1885
2023-04,Depressive Disorders,Sex,Male,1448
2023-04,Depressive Disorders,Total,All,1682
2023-03,Depressive Disorders,Age,12-17 years,3482
2023-03,Depressive Disorders,Age,18-34 years,1679
2023-03,Depressive Disorders,Age,35-64 years,1837
2023-03,Depressive Disorders,Age,65+ years,2084
2023-03,Depressive Disorders,Age,All,1706
2023-03,Depressive Disorders,RaceEthnicity,AI/AN,1928
2023-03,Depressive Disorders,RaceEthnicity,All,1706
2023-03,Depressive Disorders,RaceEthnicity,Asian,1059
2023-03,Depressive Disorders,RaceEthnicity,Black,1164
2023-03,Depressive Disorders,RaceEthnicity,Hispanic,1174
2023-03,Depressive Disorders,RaceEthnicity,Multiple/Other,1162
2023-03,Depressive Disorders,RaceEthnicity,NHOPI,939
2023-03,Depressive Disorders,RaceEthnicity,White,2168
2023-03,Depressive Disorders,Sex,All,1706
2023-03,Depressive Disorders,Sex,Female,1901
2023-03,Depressive Disorders,Sex,Male,1479
2023-03,Depressive Disorders,Total,All,1706
2023-02,Depressive Disorders,Age,12-17 years,3576
2023-02,Depressive Disorders,Age,18-34 years,1716
2023-02,Depressive Disorders,Age,35-64 years,1849
2023-02,Depressive Disorders,Age,65+ years,2096
2023-02,Depressive Disorders,Age,All,1731
2023-02,Depressive Disorders,RaceEthnicity,AI/AN,1939
2023-02,Depressive Disorders,RaceEthnicity,All,1731
2023-02,Depressive Disorders,RaceEthnicity,Asian,1062
2023-02,Depressive Disorders,RaceEthnicity,Black,1177
2023-02,Depressive Disorders,RaceEthnicity,Hispanic,1207
2023-02,Depressive Disorders,RaceEthnicity,Multiple/Other,1199
2023-02,Depressive Disorders,RaceEthnicity,NHOPI,944
2023-02,Depressive Disorders,RaceEthnicity,White,2194
2023-02,Depressive Disorders,Sex,All,1731
2023-02,Depressive Disorders,Sex,Female,1943
2023-02,Depressive Disorders,Sex,Male,1484
2023-02,Depressive Disorders,Total,All,1731
2023-01,Depressive Disorders,Age,12-17 years,3530
2023-01,Depressive Disorders,Age,18-34 years,1707
2023-01,Depressive Disorders,Age,35-64 years,1842
2023-01,Depressive Disorders,Age,65+ years,2089
2023-01,Depressive Disorders,Age,All,1743
2023-01,Depressive Disorders,RaceEthnicity,AI/AN,1979
2023-01,Depressive Disorders,RaceEthnicity,All,1743
2023-01,Depressive Disorders,RaceEthnicity,Asian,1044
2023-01,Depressive Disorders,RaceEthnicity,Black,1175
2023-01,Depressive Disorders,RaceEthnicity,Hispanic,1220
2023-01,Depressive Disorders,RaceEthnicity,Multiple/Other,1220
2023-01,Depressive Disorders,RaceEthnicity,NHOPI,1134
2023-01,Depressive Disorders,RaceEthnicity,White,2208
2023-01,Depressive Disorders,Sex,All,1743
2023-01,Depressive Disorders,Sex,Female,1949
2023-01,Depressive Disorders,Sex,Male,1503
2023-01,Depressive Disorders,Total,All,1743
2022-12,Depressive Disorders,Age,12-17 years,2592
2022-12,Depressive Disorders,Age,18-34 years,1526
2022-12,Depressive Disorders,Age,35-64 years,1748
2022-12,Depressive Disorders,Age,65+ years,2031
2022-12,Depressive Disorders,Age,All,1555
2022-12,Depressive Disorders,RaceEthnicity,AI/AN,1667
2022-12,Depressive Disorders,RaceEthnicity,All,1555
2022-12,Depressive Disorders,RaceEthnicity,Asian,924
2022-12,Depressive Disorders,RaceEthnicity,Black,1063
2022-12,Depressive Disorders,RaceEthnicity,Hispanic,1039
2022-12,Depressive Disorders,RaceEthnicity,Multiple/Other,1016
2022-12,Depressive Disorders,RaceEthnicity,NHOPI,1010
2022-12,Depressive Disorders,RaceEthnicity,White,1986
2022-12,Depressive Disorders,Sex,All,1555
2022-12,Depressive Disorders,Sex,Female,1730
2022-12,Depressive Disorders,Sex,Male,1359
2022-12,Depressive Disorders,Total,All,1555
2022-11,Depressive Disorders,Age,12-17 years,2604
2022-11,Depressive Disorders,Age,18-34 years,1544
2022-11,Depressive Disorders,Age,35-64 years,1735
2022-11,Depressive Disorders,Age,65+ years,2033
2022-11,Depressive Disorders,Age,All,1507
2022-11,Depressive Disorders,RaceEthnicity,AI/AN,1762
2022-11,Depressive Disorders,RaceEthnicity,All,1507
2022-11,Depressive Disorders,RaceEthnicity,Asian,936
2022-11,Depressive Disorders,RaceEthnicity,Black,982
2022-11,Depressive Disorders,RaceEthnicity,Hispanic,995
2022-11,Depressive Disorders,RaceEthnicity,Multiple/Other,983
2022-11,Depressive Disorders,RaceEthnicity,NHOPI,818
2022-11,Depressive Disorders,RaceEthnicity,White,1970
2022-11,Depressive Disorders,Sex,All,1507
2022-11,Depressive Disorders,Sex,Female,1686
2022-11,Depressive Disorders,Sex,Male,1302
2022-11,Depressive Disorders,Total,All,1507
2022-10,Depressive Disorders,Age,12-17 years,2767
2022-10,Depressive Disorders,Age,18-34 years,1654
2022-10,Depressive Disorders,Age,35-64 years,1781
2022-10,Depressive Disorders,Age,65+ years,2015
2022-10,Depressive Disorders,Age,All,1582
2022-10,Depressive Disorders,RaceEthnicity,AI/AN,1889
2022-10,Depressive Disorders,RaceEthnicity,All,1582
2022-10,Depressive Disorders,RaceEthnicity,Asian,933
2022-10,Depressive Disorders,RaceEthnicity,Black,1051
2022-10,Depressive Disorders,RaceEthnicity,Hispanic,1105
2022-10,Depressive Disorders,RaceEthnicity,Multiple/Other,1070
2022-10,Depressive Disorders,RaceEthnicity,NHOPI,988
2022-10,Depressive Disorders,RaceEthnicity,White,2031
2022-10,Depressive Disorders,Sex,All,1582
2022-10,Depressive Disorders,Sex,Female,1772
2022-10,Depressive Disorders,Sex,Male,1366
2022-10,Depressive Disorders,Total,All,1582
2022-09,Depressive Disorders,Age,12-17 years,2778
2022-09,Depressive Disorders,Age,18-34 years,1657
2022-09,Depressive Disorders,Age,35-64 years,1796
2022-09,Depressive Disorders,Age,65+ years,1855
2022-09,Depressive Disorders,Age,All,1590
2022-09,Depressive Disorders,RaceEthnicity,AI/AN,1826
2022-09,Depressive Disorders,RaceEthnicity,All,1590
2022-09,Depressive Disorders,RaceEthnicity,Asian,1000
2022-09,Depressive Disorders,RaceEthnicity,Black,1081
2022-09,Depressive Disorders,RaceEthnicity,Hispanic,1137
2022-09,Depressive Disorders,RaceEthnicity,Multiple/Other,1097
2022-09,Depressive Disorders,RaceEthnicity,NHOPI,1058
2022-09,Depressive Disorders,RaceEthnicity,White,2026
2022-09,Depressive Disorders,Sex,All,1590
2022-09,Depressive Disorders,Sex,Female,1793
2022-09,Depressive Disorders,Sex,Male,1362
2022-09,Depressive Disorders,Total,All,1590
2022-08,Depressive Disorders,Age,12-17 years,2319
2022-08,Depressive Disorders,Age,18-34 years,1626
2022-08,Depressive Disorders,Age,35-64 years,1816
2022-08,Depressive Disorders,Age,65+ years,1831
2022-08,Depressive Disorders,Age,All,1589
2022-08,Depressive Disorders,RaceEthnicity,AI/AN,1848
2022-08,Depressive Disorders,RaceEthnicity,All,1589
2022-08,Depressive Disorders,RaceEthnicity,Asian,951
2022-08,Depressive Disorders,RaceEthnicity,Black,1052
2022-08,Depressive Disorders,RaceEthnicity,Hispanic,1124
2022-08,Depressive Disorders,RaceEthnicity,Multiple/Other,1072
2022-08,Depressive Disorders,RaceEthnicity,NHOPI,1026
2022-08,Depressive Disorders,RaceEthnicity,White,2032
2022-08,Depressive Disorders,Sex,All,1589
2022-08,Depressive Disorders,Sex,Female,1773
2022-08,Depressive Disorders,Sex,Male,1383
2022-08,Depressive Disorders,Total,All,1589
2022-07,Depressive Disorders,Age,12-17 years,2350
2022-07,Depressive Disorders,Age,18-34 years,1645
2022-07,Depressive Disorders,Age,35-64 years,1823
2022-07,Depressive Disorders,Age,65+ years,1799
2022-07,Depressive Disorders,Age,All,1597
2022-07,Depressive Disorders,RaceEthnicity,AI/AN,1914
2022-07,Depressive Disorders,RaceEthnicity,All,1597
2022-07,Depressive Disorders,RaceEthnicity,Asian,835
2022-07,Depressive Disorders,RaceEthnicity,Black,1080
2022-07,Depressive Disorders,RaceEthnicity,Hispanic,1153
2022-07,Depressive Disorders,RaceEthnicity,Multiple/Other,1065
2022-07,Depressive Disorders,RaceEthnicity,NHOPI,911
2022-07,Depressive Disorders,RaceEthnicity,White,2025
2022-07,Depressive Disorders,Sex,All,1597
2022-07,Depressive Disorders,Sex,Female,1765
2022-07,Depressive Disorders,Sex,Male,1408
2022-07,Depressive Disorders,Total,All,1597
2022-06,Depressive Disorders,Age,12-17 years,2678
2022-06,Depressive Disorders,Age,18-34 years,1682
2022-06,Depressive Disorders,Age,35-64 years,1901
2022-06,Depressive Disorders,Age,65+ years,1866
2022-06,Depressive Disorders,Age,All,1646
2022-06,Depressive Disorders,RaceEthnicity,AI/AN,1998
2022-06,Depressive Disorders,RaceEthnicity,All,1646
2022-06,Depressive Disorders,RaceEthnicity,Asian,871
2022-06,Depressive Disorders,RaceEthnicity,Black,1122
2022-06,Depressive Disorders,RaceEthnicity,Hispanic,1170
2022-06,Depressive Disorders,RaceEthnicity,Multiple/Other,1109
2022-06,Depressive Disorders,RaceEthnicity,NHOPI,965
2022-06,Depressive Disorders,RaceEthnicity,White,2096
2022-06,Depressive Disorders,Sex,All,1646
2022-06,Depressive Disorders,Sex,Female,1831
2022-06,Depressive Disorders,Sex,Male,1427
2022-06,Depressive Disorders,Total,All,1646
2022-05,Depressive Disorders,Age,12-17 years,3301
2022-05,Depressive Disorders,Age,18-34 years,1767
2022-05,Depressive Disorders,Age,35-64 years,1940
2022-05,Depressive Disorders,Age,65+ years,1889
2022-05,Depressive Disorders,Age,All,1703
2022-05,Depressive Disorders,RaceEthnicity,AI/AN,2053
2022-05,Depressive Disorders,RaceEthnicity,All,1703
2022-05,Depressive Disorders,RaceEthnicity,Asian,904
2022-05,Depressive Disorders,RaceEthnicity,Black,1168
2022-05,Depressive Disorders,RaceEthnicity,Hispanic,1202
2022-05,Depressive Disorders,RaceEthnicity,Multiple/Other,1145
2022-05,Depressive Disorders,RaceEthnicity,NHOPI,1087
2022-05,Depressive Disorders,RaceEthnicity,White,2174
2022-05,Depressive Disorders,Sex,All,1703
2022-05,Depressive Disorders,Sex,Female,1915
2022-05,Depressive Disorders,Sex,Male,1455
2022-05,Depressive Disorders,Total,All,1703
2022-04,Depressive Disorders,Age,12-17 years,3571
2022-04,Depressive Disorders,Age,18-34 years,1845
2022-04,Depressive Disorders,Age,35-64 years,2027
2022-04,Depressive Disorders,Age,65+ years,1946
2022-04,Depressive Disorders,Age,All,1794
2022-04,Depressive Disorders,RaceEthnicity,AI/AN,2191
2022-04,Depressive Disorders,RaceEthnicity,All,1794
2022-04,Depressive Disorders,RaceEthnicity,Asian,1059
2022-04,Depressive Disorders,RaceEthnicity,Black,1212
2022-04,Depressive Disorders,RaceEthnicity,Hispanic,1256
2022-04,Depressive Disorders,RaceEthnicity,Multiple/Other,1212
2022-04,Depressive Disorders,RaceEthnicity,NHOPI,1244
2022-04,Depressive Disorders,RaceEthnicity,White,2287
2022-04,Depressive Disorders,Sex,All,1794
2022-04,Depressive Disorders,Sex,Female,2026
2022-04,Depressive Disorders,Sex,Male,1535
2022-04,Depressive Disorders,Total,All,1794
2022-03,Depressive Disorders,Age,12-17 years,4256
2022-03,Depressive Disorders,Age,18-34 years,1945
2022-03,Depressive Disorders,Age,35-64 years,2078
2022-03,Depressive Disorders,Age,65+ years,1959
2022-03,Depressive Disorders,Age,All,1888
2022-03,Depressive Disorders,RaceEthnicity,AI/AN,2214
2022-03,Depressive Disorders,RaceEthnicity,All,1888
2022-03,Depressive Disorders,RaceEthnicity,Asian,1104
2022-03,Depressive Disorders,RaceEthnicity,Black,1273
2022-03,Depressive Disorders,RaceEthnicity,Hispanic,1385
2022-03,Depressive Disorders,RaceEthnicity,Multiple/Other,1314
2022-03,Depressive Disorders,RaceEthnicity,NHOPI,1403
2022-03,Depressive Disorders,RaceEthnicity,White,2386
2022-03,Depressive Disorders,Sex,All,1888
2022-03,Depressive Disorders,Sex,Female,2126
2022-03,Depressive Disorders,Sex,Male,1622
2022-03,Depressive Disorders,Total,All,1888
2022-02,Depressive Disorders,Age,12-17 years,4644
2022-02,Depressive Disorders,Age,18-34 years,2080
2022-02,Depressive Disorders,Age,35-64 years,2113
2022-02,Depressive Disorders,Age,65+ years,2014
2022-02,Depressive Disorders,Age,All,1989
2022-02,Depressive Disorders,RaceEthnicity,AI/AN,2344
2022-02,Depressive Disorders,RaceEthnicity,All,1989
2022-02,Depressive Disorders,RaceEthnicity,Asian,1113
2022-02,Depressive Disorders,RaceEthnicity,Black,1373
2022-02,Depressive Disorders,RaceEthnicity,Hispanic,1473
2022-02,Depressive Disorders,RaceEthnicity,Multiple/Other,1397
2022-02,Depressive Disorders,RaceEthnicity,NHOPI,1324
2022-02,Depressive Disorders,RaceEthnicity,White,2469
2022-02,Depressive Disorders,Sex,All,1989
2022-02,Depressive Disorders,Sex,Female,2256
2022-02,Depressive Disorders,Sex,Male,1694
2022-02,Depressive Disorders,Total,All,1989
2022-01,Depressive Disorders,Age,12-17 years,3364
2022-01,Depressive Disorders,Age,18-34 years,1653
2022-01,Depressive Disorders,Age,35-64 years,1866
2022-01,Depressive Disorders,Age,65+ years,1944
2022-01,Depressive Disorders,Age,All,1707
2022-01,Depressive Disorders,RaceEthnicity,AI/AN,2066
2022-01,Depressive Disorders,RaceEthnicity,All,1707
2022-01,Depressive Disorders,RaceEthnicity,Asian,901
2022-01,Depressive Disorders,RaceEthnicity,Black,1120
2022-01,Depressive Disorders,RaceEthnicity,Hispanic,1228
2022-01,Depressive Disorders,RaceEthnicity,Multiple/Other,1109
2022-01,Depressive Disorders,RaceEthnicity,NHOPI,944
2022-01,Depressive Disorders,RaceEthnicity,White,2182
2022-01,Depressive Disorders,Sex,All,1707
